type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62
JapS-AQ4_tsuntsun_000044,0.6112498,0.6029491,0.59410566,0.58827233,0.58486223,0.5920913,0.5864626,0.5860082,0.5869994,0.5967222,0.59500605,0.59590346,0.59730065,0.60279644,0.6027039,0.6033236,0.6044494,0.6094227,0.6102273,0.6103216,0.61083585,0.33519733,0.33845353,0.33768174,0.33555806,0.33675474,0.32773158,0.3284382,0.33382142,0.33848965,0.32318783,0.33108926,0.33902234,0.34319118,0.3216923,0.3323486,0.34025604,0.34465382,0.32234213,0.3310136,0.33712962,0.3408304,-5.507255e-08,-0.0013895076,-0.0021067718,-0.0030467163,-0.003831057,-0.0022323641,-0.0057306318,-0.008078439,-0.009231915,-0.0031204573,-0.00603663,-0.0067239692,-0.0068001044,-0.0043967487,-0.007028126,-0.006432921,-0.0056411168,-0.0059034876,-0.0076819556,-0.0069520553,-0.005962913
JapS-AQ4_tsuntsun_000045,0.6142481,0.6060379,0.5978117,0.59280187,0.5900526,0.59579444,0.5917218,0.5926406,0.59404117,0.60064405,0.59922814,0.6007719,0.60240287,0.6065706,0.6056905,0.6068014,0.60821426,0.61286354,0.6119867,0.6120611,0.6126132,0.32972404,0.33221862,0.33088318,0.3288787,0.32929105,0.31955183,0.32119405,0.3248693,0.32819775,0.31553426,0.32273287,0.3294904,0.33391428,0.31443942,0.3228624,0.32994407,0.33459425,0.31547317,0.32241783,0.32925278,0.33412695,-6.870088e-08,-0.0010078775,-0.001904338,-0.0030161606,-0.0040447726,-0.0023725466,-0.005523371,-0.00774908,-0.008904579,-0.0034400823,-0.0058565354,-0.0064671338,-0.0066492683,-0.004759742,-0.006979788,-0.006121156,-0.0052593583,-0.00622759,-0.0077520125,-0.006643114,-0.0054264874
JapS-AQ4_tsuntsun_000046,0.33924714,0.35193864,0.36008713,0.36004657,0.35577643,0.36243948,0.3614195,0.35658613,0.3520589,0.35410863,0.35190374,0.34750268,0.34520817,0.34632093,0.3438769,0.34030348,0.3386026,0.33883458,0.33658883,0.33422798,0.33316597,0.36360595,0.3469585,0.3268997,0.3077526,0.2952626,0.32065895,0.2966838,0.288325,0.28793058,0.31713453,0.29329175,0.29506415,0.3027918,0.3164167,0.29459658,0.29919398,0.3083982,0.31826353,0.30122855,0.30312613,0.3093382,-1.7358554e-08,-0.002823884,-0.0029722564,-0.0031616734,-0.0032648914,0.0019175686,-0.0013056832,-0.004396512,-0.0060045198,0.0024173586,-0.00068507966,-0.0033304284,-0.004379432,0.0022134597,-0.0008594833,-0.0016671778,-0.0012328001,0.0017557367,-0.000484601,-0.00035934485,0.0005961707
JapS-AQ4_tsuntsun_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_tsuntsun_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JapS-AQ4_tsuntsun_000049,0.29826233,0.3162402,0.32870424,0.3361864,0.34167057,0.30467466,0.3043091,0.3037204,0.3026377,0.29200888,0.28444493,0.27987346,0.27551624,0.2819488,0.27269375,0.26731056,0.26224005,0.27488607,0.26728463,0.2628371,0.25929037,0.32239664,0.30588537,0.2838696,0.2598493,0.23845825,0.25061727,0.21910559,0.20042728,0.18415341,0.25043118,0.21883462,0.20105717,0.1874341,0.2564036,0.22837728,0.21214947,0.19824778,0.26636934,0.24249573,0.22764052,0.21418199,7.8541824e-08,-0.0065668016,-0.008823275,-0.010844648,-0.012803136,-0.0015686427,-0.0039326726,-0.0064955573,-0.008610119,-0.0015219348,-0.0030833909,-0.006035525,-0.008507169,-0.0025405365,-0.0054656924,-0.008402432,-0.010440591,-0.004288384,-0.007394203,-0.008854576,-0.009715342
JapS-AQ4_tsuntsun_000050,0.29317486,0.30930805,0.320782,0.32977632,0.33779246,0.29435414,0.29189527,0.28995213,0.28714082,0.2813536,0.27264637,0.2670531,0.26131725,0.2714915,0.26034218,0.25310043,0.2466191,0.2650592,0.25437576,0.24694562,0.24054554,0.32472974,0.30589497,0.28216898,0.258584,0.23837908,0.24562033,0.21545535,0.1961011,0.17927939,0.24758582,0.2161822,0.1974106,0.1833581,0.2561546,0.2280795,0.21093968,0.19629444,0.26983586,0.24955536,0.2368337,0.22463186,1.490129e-07,-0.008352291,-0.011993891,-0.015217488,-0.018313017,-0.0037719177,-0.0069640614,-0.010686289,-0.0138807185,-0.003526944,-0.0061329096,-0.009957363,-0.013034886,-0.004418311,-0.007864834,-0.01113863,-0.01340066,-0.0062555177,-0.010121338,-0.012064556,-0.01309467
JapS-AQ4_tsuntsun_000051,0.2858588,0.30181244,0.3132435,0.32246763,0.3303794,0.2856057,0.28306922,0.28133953,0.27897942,0.27260768,0.2647624,0.2599414,0.25536942,0.2626276,0.25019085,0.24242605,0.23582268,0.2559534,0.24272186,0.23370352,0.22602078,0.3322423,0.30826855,0.2820176,0.25705966,0.23701374,0.2470785,0.21598798,0.19610861,0.17962262,0.2504616,0.21900967,0.20066309,0.18673286,0.26091945,0.23287335,0.21658629,0.20277098,0.2772813,0.25839004,0.24740773,0.23651724,1.622045e-07,-0.00765566,-0.011203349,-0.014620842,-0.01804094,-0.0024810748,-0.0051573464,-0.0083224205,-0.0111451205,-0.002690056,-0.00462535,-0.0077061676,-0.010384767,-0.004211902,-0.0076681543,-0.011194316,-0.013729507,-0.006627752,-0.010906469,-0.013384909,-0.014901453
JapS-AQ4_tsuntsun_000052,0.28596786,0.30169353,0.31290844,0.322458,0.33058852,0.28445524,0.28158712,0.2788867,0.27579737,0.27159125,0.263328,0.25835586,0.25324115,0.26209325,0.24954486,0.24171709,0.23450765,0.25593638,0.24234557,0.23335671,0.22536635,0.3350382,0.30924574,0.28232417,0.2571611,0.23846921,0.24925402,0.21899875,0.19985627,0.18470755,0.25354892,0.22190046,0.20430934,0.19096234,0.26397932,0.2366805,0.22034454,0.20615348,0.28000516,0.26251632,0.2514319,0.2402733,1.324947e-07,-0.006837939,-0.010140769,-0.013798743,-0.01749134,2.1532343e-05,-0.002448148,-0.00557155,-0.0082573565,-0.0005091344,-0.0019783,-0.004401942,-0.0064592683,-0.0024717562,-0.0054647867,-0.008228674,-0.010217217,-0.005380282,-0.009050851,-0.010788954,-0.01181555
JapS-AQ4_tsuntsun_000053,0.28648958,0.3025345,0.31408486,0.32378232,0.33202636,0.28540024,0.2826791,0.28006276,0.27704608,0.272536,0.26441878,0.25933692,0.25409308,0.2629173,0.2508312,0.24297202,0.23559219,0.2566651,0.2431703,0.23425534,0.22622588,0.33548558,0.3108672,0.2844503,0.25949955,0.240718,0.25101677,0.22150712,0.20254478,0.18746933,0.25497147,0.22380498,0.20640425,0.19340217,0.26522478,0.23845191,0.22269091,0.2090807,0.28119737,0.26428628,0.25333613,0.24220105,1.3365897e-07,-0.0070884284,-0.01068557,-0.014636652,-0.018629033,-0.00034946305,-0.0031088965,-0.006561004,-0.009481832,-0.0008848789,-0.0025480774,-0.005179363,-0.0074494835,-0.002850269,-0.0059148446,-0.008607077,-0.010574567,-0.005803264,-0.009419652,-0.011031663,-0.012006146
JapS-AQ4_tsuntsun_000054,0.29222563,0.3083803,0.3196981,0.33023873,0.33854377,0.2916972,0.28973663,0.28758582,0.28513944,0.27855533,0.27068886,0.26629552,0.26192772,0.26859036,0.25686488,0.24952726,0.24284548,0.26220116,0.24901575,0.24010311,0.23213677,0.34314555,0.31769386,0.29062226,0.2661752,0.24662146,0.25602248,0.22706495,0.20860495,0.19397639,0.25943917,0.22828668,0.21136121,0.19806844,0.26948088,0.24189934,0.22588374,0.21177498,0.28498217,0.2666629,0.25514048,0.24369372,1.1881323e-07,-0.0061465558,-0.009298292,-0.013052976,-0.016912878,0.0015552683,-0.00052712596,-0.0037085502,-0.006546433,0.00059882534,-0.00033296683,-0.002848896,-0.0051624244,-0.0018000375,-0.004431582,-0.0071468884,-0.009230659,-0.0051154774,-0.008574186,-0.010101189,-0.011044886
JapS-AQ4_tsuntsun_000055,0.29168722,0.30728248,0.31935573,0.3298686,0.33816656,0.2918147,0.29030135,0.28854418,0.2862593,0.27893695,0.27154508,0.2671959,0.26261628,0.2691354,0.2572767,0.24980697,0.24272615,0.262466,0.24910352,0.24031585,0.23249036,0.3393712,0.3142131,0.2885802,0.26508117,0.24696223,0.25505006,0.22625521,0.20778418,0.19301969,0.25839895,0.22781776,0.21067837,0.1975723,0.26797047,0.24153823,0.22611687,0.21252307,0.28333414,0.2666729,0.25588125,0.2447679,1.4083516e-07,-0.0060277088,-0.009251421,-0.013052682,-0.016890386,0.0015862086,-0.0004990084,-0.0036189607,-0.0063040694,0.0006987753,-0.00015142623,-0.002319899,-0.004321281,-0.001648583,-0.004072059,-0.0064939237,-0.0083506005,-0.004925811,-0.008000346,-0.009353697,-0.010210697
JapS-AQ4_tsuntsun_000056,0.29923844,0.31624073,0.32802477,0.33895424,0.34700373,0.30018574,0.29896894,0.29780725,0.2962863,0.28702274,0.2796335,0.2757957,0.27210933,0.27690282,0.26551405,0.258343,0.25176284,0.2702195,0.25687936,0.24801072,0.24012573,0.34586278,0.32015514,0.2939781,0.27077332,0.25217065,0.25900155,0.22932936,0.21017724,0.19543384,0.26166803,0.23023298,0.21375151,0.20092611,0.27077606,0.24306424,0.22685993,0.21285468,0.28553683,0.26826575,0.25729546,0.2467303,1.2857694e-07,-0.005794094,-0.0085095875,-0.011899281,-0.0153781315,0.0029197983,0.0019692536,-0.00021432857,-0.0023355035,0.0021816352,0.0028103709,0.0014734919,-6.12283e-05,-7.5652875e-05,-0.0014339061,-0.0037340235,-0.005702789,-0.003283907,-0.0059966627,-0.007435965,-0.0083949305
JapS-AQ4_tsuntsun_000057,0.30437863,0.3210651,0.33324027,0.34467864,0.35379028,0.30591935,0.3055655,0.30443013,0.30274025,0.29278588,0.2860943,0.28250825,0.2789939,0.28263253,0.27153224,0.2647461,0.25881323,0.27580637,0.26236242,0.25325218,0.24534264,0.34953818,0.32395065,0.2974639,0.27436444,0.2568575,0.2622387,0.23259151,0.21354412,0.19852749,0.26487866,0.23254004,0.21518315,0.20173383,0.27407494,0.24629253,0.2300371,0.21599555,0.28948155,0.2724202,0.2613024,0.25035188,1.3699965e-07,-0.005792251,-0.008681208,-0.012327805,-0.016037382,0.0028515658,0.001414566,-0.0012943614,-0.0037639663,0.0019175659,0.0019287822,0.00012701818,-0.0016808559,-0.00051153253,-0.0021407828,-0.0043269703,-0.006160897,-0.003924439,-0.006590701,-0.007735026,-0.00845885
JapS-AQ4_tsuntsun_000058,0.30379382,0.3203569,0.33313197,0.34457624,0.35399428,0.30605844,0.3057995,0.30504665,0.3036972,0.29296497,0.28675935,0.28330958,0.27977356,0.2827888,0.27173632,0.26497787,0.25895992,0.27571213,0.26238227,0.2536086,0.24599497,0.3469788,0.32282433,0.29709476,0.2742346,0.25755548,0.2616041,0.23167346,0.21281344,0.19814071,0.2643633,0.23259005,0.21504197,0.2020309,0.2735998,0.24614705,0.22992718,0.21585116,0.2890299,0.27245983,0.26158983,0.25049967,1.4624558e-07,-0.006114469,-0.009384569,-0.01328904,-0.01722006,0.0014523441,-0.0006365919,-0.00368914,-0.006282277,0.0006575314,1.43743e-07,-0.0019633279,-0.0038365072,-0.0015944476,-0.0036526415,-0.0058330335,-0.007621105,-0.0048210165,-0.007619661,-0.008779351,-0.009518353
JapS-AQ4_tsuntsun_000059,0.30612254,0.3222257,0.33417562,0.3454813,0.35522187,0.30653706,0.30601555,0.3054702,0.3042983,0.29347754,0.2870485,0.28340143,0.2796371,0.28347832,0.2723585,0.26569235,0.25983328,0.27672434,0.26313448,0.25411087,0.24631701,0.35230342,0.3262845,0.29932544,0.275549,0.2589929,0.26465896,0.23442258,0.21552232,0.20039082,0.26792362,0.23541535,0.21720484,0.202994,0.2775808,0.24981374,0.23337984,0.21880053,0.29349658,0.27701893,0.26629835,0.25525242,1.4085539e-07,-0.006344719,-0.009463672,-0.013183651,-0.016914394,0.0018604624,-0.00026166538,-0.0035033703,-0.0062665236,0.0011782753,0.0004718897,-0.0018162068,-0.003929942,-0.0010172575,-0.0030121186,-0.005458418,-0.0074561294,-0.004230301,-0.006983681,-0.008262121,-0.009105922
JapS-AQ4_tsuntsun_000060,0.30523288,0.3211043,0.33288348,0.3439996,0.3534301,0.30545282,0.30404586,0.30243853,0.3004608,0.29239696,0.28559873,0.28145263,0.27728647,0.28242722,0.2706436,0.26343432,0.25704926,0.27538693,0.2611375,0.2517956,0.24374156,0.3533454,0.3273928,0.3003127,0.27596018,0.2589575,0.26464516,0.23419787,0.21491495,0.20001414,0.268885,0.23617183,0.21798316,0.2037692,0.27933526,0.25108275,0.23480085,0.22076827,0.29600224,0.27988943,0.2692156,0.25817692,1.511903e-07,-0.006583031,-0.010065477,-0.014065647,-0.018102802,0.00081825745,-0.001373917,-0.0043506552,-0.006882361,9.799306e-05,-0.00078173314,-0.0027165043,-0.004470185,-0.0021371907,-0.0045849327,-0.0069802185,-0.008782135,-0.005366706,-0.008606785,-0.010108339,-0.01100257
JapS-AQ4_tsuntsun_000061,0.30374536,0.31963396,0.33166394,0.3425254,0.35179138,0.30344597,0.3013211,0.29932547,0.2970208,0.29046708,0.2832532,0.27870306,0.27411494,0.28064504,0.2686285,0.2612876,0.25485522,0.27388668,0.25941107,0.24994895,0.2416704,0.35298118,0.32767278,0.30107903,0.2768081,0.25923735,0.26664457,0.23612057,0.21658805,0.20099702,0.27114052,0.23846231,0.21988158,0.20487593,0.28191495,0.25381708,0.2373075,0.22269177,0.29888606,0.28282952,0.27227142,0.26132414,1.4251675e-07,-0.007381407,-0.011382367,-0.01573849,-0.020198377,-0.0012751289,-0.004351848,-0.007863315,-0.010731572,-0.001847378,-0.003618408,-0.0059934994,-0.008048115,-0.0039017275,-0.007017926,-0.009563296,-0.011441862,-0.0069990917,-0.010727206,-0.012335449,-0.0132896295
JapS-AQ4_tsuntsun_000062,0.30315304,0.31885687,0.33026806,0.34087527,0.3502931,0.3015326,0.29907766,0.2968324,0.29431504,0.2885888,0.28092697,0.27619967,0.2715218,0.27888486,0.26654658,0.25923318,0.25280073,0.27230245,0.25759768,0.24805714,0.23972848,0.35809517,0.3308988,0.30260372,0.2773013,0.25973746,0.26789606,0.23666312,0.21720263,0.201963,0.27290806,0.2396927,0.22112581,0.20651509,0.2841871,0.25603312,0.23949769,0.22519542,0.30162063,0.28559542,0.2751517,0.2645301,1.4467311e-07,-0.0070455563,-0.0107989255,-0.01499407,-0.019250156,-0.0002174451,-0.0029605113,-0.006336664,-0.009144796,-0.00089539797,-0.0023556063,-0.0047295988,-0.006782192,-0.0030687575,-0.005859442,-0.008425822,-0.010337612,-0.006275179,-0.009704042,-0.011231835,-0.012137361
JapS-AQ4_tsuntsun_000063,0.3018875,0.31767657,0.32918698,0.33964294,0.34890294,0.3002796,0.29758564,0.2953526,0.2928975,0.28723326,0.2795064,0.2747201,0.26996705,0.27745062,0.26499218,0.2574714,0.25084782,0.27082723,0.25589627,0.24613574,0.23762365,0.35903996,0.33214658,0.30448544,0.27915865,0.26094863,0.26987427,0.23903115,0.219658,0.20444703,0.27511054,0.24211979,0.22340612,0.20834574,0.2865642,0.2586294,0.24234985,0.2280588,0.30409658,0.28859314,0.2784678,0.2677902,1.4827799e-07,-0.0071737436,-0.011072014,-0.015410494,-0.019813297,-0.00018782455,-0.0029378196,-0.006331002,-0.009154216,-0.000816412,-0.002300493,-0.004712347,-0.0068102265,-0.0029653008,-0.005834232,-0.008419595,-0.010340509,-0.006152585,-0.009688983,-0.01129084,-0.012249747
JapS-AQ4_tsuntsun_000064,0.3020944,0.318025,0.3284212,0.3381648,0.34706122,0.29872727,0.295666,0.29319808,0.29050222,0.28553277,0.27744925,0.27256897,0.2678025,0.27590933,0.26329237,0.2560476,0.24967106,0.26965246,0.25450447,0.24463698,0.23612502,0.36627555,0.33809453,0.30956233,0.2833548,0.2650064,0.27535254,0.24312143,0.22323765,0.20756704,0.28082693,0.24729025,0.22869132,0.21408464,0.2924,0.2642697,0.24777317,0.23362698,0.3101079,0.29453942,0.2844478,0.27431405,1.4236383e-07,-0.0066809957,-0.009891303,-0.013596748,-0.017320694,0.001168578,-0.00081308384,-0.003715528,-0.006265858,0.00055838184,-0.00019248843,-0.0022726674,-0.004178152,-0.0015704195,-0.0037989845,-0.0063081444,-0.008283622,-0.004722669,-0.007852352,-0.00938673,-0.010349417
JapS-AQ4_tsuntsun_000065,0.30058712,0.31616268,0.32722425,0.33726978,0.34635624,0.2982236,0.29504496,0.29261288,0.29007375,0.28515816,0.2771088,0.27217355,0.26737192,0.27548626,0.26265347,0.25474462,0.24790636,0.26911482,0.25374335,0.24362227,0.2348354,0.36835766,0.3407226,0.31203574,0.2857319,0.2667971,0.27785727,0.24645604,0.22655065,0.21073219,0.28330088,0.24999371,0.23048823,0.21470824,0.2951953,0.26767015,0.25127804,0.23684938,0.31322896,0.29869887,0.28887302,0.27827057,1.5157433e-07,-0.006988131,-0.010904051,-0.015300623,-0.019749325,-0.0004038727,-0.0034898408,-0.0070288545,-0.009916629,-0.0012616169,-0.003035069,-0.005477798,-0.0075753694,-0.003639262,-0.0067548323,-0.009341587,-0.011227594,-0.007048108,-0.010828834,-0.012516237,-0.013498049
JapS-AQ4_tsuntsun_000066,0.29998302,0.3154685,0.32709536,0.3372407,0.34630474,0.29831073,0.29534742,0.2928816,0.29037285,0.28518322,0.277142,0.27224433,0.26764703,0.27536651,0.26249748,0.25465083,0.24802661,0.2688565,0.25338265,0.24327044,0.23461995,0.3687243,0.34077474,0.31135097,0.28547096,0.26720208,0.27689472,0.24520333,0.22530296,0.20955852,0.28243807,0.24932912,0.2299284,0.21471044,0.29453877,0.26703575,0.25085464,0.23672621,0.31277654,0.29854587,0.28899032,0.2786557,1.498145e-07,-0.0064234375,-0.0100085195,-0.014145971,-0.018361693,7.961391e-05,-0.0026676508,-0.0059814076,-0.008738515,-0.0009413661,-0.0024360495,-0.004759484,-0.0067898245,-0.003405305,-0.0062048696,-0.008688199,-0.010571427,-0.006854216,-0.010480208,-0.0120853,-0.013006405
JapS-AQ4_tsuntsun_000067,0.29999876,0.31552014,0.32648993,0.33648488,0.34541437,0.2974606,0.2940453,0.29145414,0.28870904,0.2843301,0.27624243,0.271312,0.26633734,0.27465802,0.26181322,0.2542024,0.2475769,0.26829663,0.25296247,0.24286845,0.23412868,0.371525,0.3428747,0.31365782,0.28741962,0.26877218,0.28050998,0.24873339,0.22907948,0.2131778,0.28633246,0.25290605,0.23345152,0.21738252,0.29842225,0.27113155,0.25446963,0.23936701,0.31650457,0.30158812,0.29152474,0.28066045,1.4049623e-07,-0.00671303,-0.010250277,-0.014293327,-0.01843042,-5.1140643e-05,-0.0029715842,-0.0064565935,-0.009325773,-0.0008922195,-0.0025998722,-0.0051719276,-0.0073728547,-0.0032057306,-0.006092912,-0.008728494,-0.010735912,-0.0065359734,-0.01004239,-0.011606312,-0.012571523
JapS-AQ4_tsuntsun_000068,0.3005204,0.31566218,0.32624862,0.33555302,0.34423468,0.29754138,0.29377234,0.29070136,0.28749803,0.2845705,0.27613285,0.27074295,0.265305,0.27506503,0.26167014,0.253357,0.24610604,0.26900446,0.25328717,0.24301988,0.23415735,0.37674016,0.34689572,0.31647417,0.28920543,0.2696396,0.2828825,0.24967021,0.2289128,0.21140486,0.28853488,0.2534486,0.23217353,0.21435547,0.3009861,0.27246127,0.2551673,0.23961961,0.319343,0.30365828,0.29294232,0.28120762,1.4829007e-07,-0.0066324114,-0.010296919,-0.01442915,-0.018701335,-0.0011088422,-0.0047151656,-0.008602672,-0.011792441,-0.0023021216,-0.004965591,-0.00823061,-0.010868479,-0.004863007,-0.008671571,-0.011853987,-0.014102637,-0.008357836,-0.012698123,-0.01470762,-0.015859464
JapS-AQ4_tsuntsun_000069,0.30833665,0.3229434,0.330853,0.33585846,0.33874133,0.30526572,0.30092603,0.29955754,0.29857588,0.29533708,0.28809685,0.28644264,0.28662124,0.28757372,0.27931824,0.2788558,0.28083512,0.2809192,0.27263245,0.2727946,0.2759283,0.3954827,0.35856956,0.3239448,0.29480785,0.27052632,0.30017233,0.26814193,0.25091267,0.23467958,0.30534282,0.27294886,0.2516242,0.23387858,0.31563714,0.28932753,0.27213874,0.25791752,0.330711,0.3133357,0.29899457,0.28649232,8.986796e-08,-0.0018877914,-0.0017228012,-0.0028191665,-0.0039756102,0.0101371845,0.009173684,0.0057642073,0.0030179701,0.008069829,0.008299347,0.004520844,0.0010722545,0.00462775,0.0043841284,0.0020051347,-0.00027472555,0.00044200625,0.00027217652,0.00024828402,-7.4640986e-05
JapS-AQ4_tsuntsun_000070,0.31282872,0.32763958,0.33677652,0.33969006,0.33795226,0.3132034,0.30752188,0.31351817,0.31972182,0.30484894,0.2994407,0.30963904,0.31759793,0.2966219,0.29275498,0.3044648,0.31267154,0.2889917,0.28890893,0.2986569,0.3066048,0.3974449,0.3629684,0.32947785,0.30023175,0.27517575,0.30765808,0.2808137,0.27292842,0.2756139,0.31344822,0.28110966,0.28100413,0.291883,0.32239437,0.29329443,0.2969002,0.30923915,0.33550692,0.31495368,0.3132137,0.31841633,4.9847554e-08,-0.0019453438,-0.0031101366,-0.005806868,-0.008182222,0.0091871545,0.00502654,-7.194591e-05,-0.002926641,0.00712246,0.001428162,-0.0044709323,-0.007050331,0.0037845762,-0.0018618699,-0.0041672383,-0.003998359,4.2155843e-05,-0.0040093265,-0.0045473375,-0.0036602903
JapS-AQ4_tsuntsun_000071,0.31944117,0.33468542,0.34361795,0.3450563,0.33830172,0.32530454,0.32466042,0.33081517,0.33659986,0.3167159,0.3174591,0.32699293,0.33420533,0.3073038,0.311337,0.32150713,0.3277152,0.2975656,0.30329952,0.3131718,0.32003668,0.40740266,0.37205696,0.3400827,0.30944267,0.2870289,0.32339033,0.29982412,0.30358693,0.31361768,0.32641342,0.2960631,0.3069418,0.3245392,0.33250114,0.30746877,0.32286036,0.3417266,0.34236982,0.3204765,0.3286623,0.34243354,-1.031936e-08,-0.0011378912,-0.0010791981,-0.0033293243,-0.0055954647,0.012208772,0.0054882476,-0.0013108798,-0.0045278333,0.0094994,0.00094710616,-0.0062003816,-0.008439558,0.0051458743,-0.0041654087,-0.007645585,-0.006576927,0.00060545444,-0.005535899,-0.006072661,-0.0042329836
JapS-AQ4_tsuntsun_000072,0.32422164,0.3412246,0.35111654,0.3519047,0.34445766,0.33619633,0.33670208,0.34245253,0.34641603,0.32713053,0.32808554,0.3367513,0.34179193,0.31707346,0.3206805,0.33021405,0.33450544,0.30614927,0.3122139,0.3217118,0.32690057,0.41382077,0.38451195,0.35337505,0.32247555,0.3010012,0.3340286,0.30985317,0.3170487,0.33067948,0.33499816,0.3065052,0.319698,0.33770773,0.33936086,0.31306556,0.32938325,0.34877828,0.34771636,0.32428208,0.33465132,0.35083464,-2.3659096e-08,-0.0016620121,-0.0019053224,-0.0040114014,-0.0060344436,0.00959417,0.002745923,-0.0037859655,-0.006743524,0.0075300103,0.0001699257,-0.005767922,-0.00778408,0.0038787257,-0.00447475,-0.007055256,-0.005977132,4.9967584e-05,-0.0058272593,-0.0060490505,-0.0042754672
JapS-AQ4_tsuntsun_000073,0.3336971,0.3506634,0.36154255,0.36340654,0.35488018,0.34593365,0.34743032,0.35349903,0.35726142,0.33771092,0.34023893,0.3478498,0.35138595,0.3284389,0.33297023,0.34144345,0.34448016,0.3179276,0.32496434,0.33331493,0.3366673,0.4237655,0.39592978,0.3653405,0.33575237,0.31834176,0.34487882,0.32199213,0.32961613,0.34337902,0.3461062,0.32048136,0.33562544,0.35443893,0.3492584,0.32486638,0.34214455,0.36193317,0.3561314,0.33389813,0.34506312,0.36195487,-1.8349763e-08,-0.0013204254,-0.0013678134,-0.0032479274,-0.0050394926,0.010270546,0.0043879794,-0.0017471901,-0.0046400954,0.008333381,0.0020437657,-0.0038437152,-0.006077307,0.004955501,-0.0020966765,-0.0046256105,-0.0039003831,0.0013962826,-0.0033159074,-0.0032218578,-0.0014856468
JapS-AQ4_tsuntsun_000074,0.33377752,0.35071838,0.36140358,0.36317715,0.35443842,0.34686825,0.3498503,0.35504246,0.35791475,0.33838013,0.34122422,0.34840068,0.35166395,0.329046,0.33367866,0.34178492,0.34478557,0.31851333,0.32574043,0.333431,0.33646718,0.42066312,0.39620087,0.3657024,0.33569115,0.31915468,0.3445822,0.32249612,0.3338634,0.3499377,0.3451576,0.31963536,0.3353349,0.3541207,0.34813944,0.3242141,0.3418706,0.36126488,0.35473812,0.3338753,0.3464983,0.36318675,-4.754066e-09,-0.0033340785,-0.004205832,-0.0062221545,-0.007966759,0.005717635,-0.0013445236,-0.0074293693,-0.010066036,0.0046553016,-0.0026056524,-0.00768945,-0.009238395,0.0020699583,-0.006042167,-0.008049377,-0.0068003116,-0.00080286904,-0.006568337,-0.0066940715,-0.004988666
JapS-AQ4_tsuntsun_000075,0.33453408,0.3498392,0.3604911,0.36158955,0.3516882,0.348101,0.3499015,0.35344142,0.3551548,0.33948913,0.34089798,0.3469613,0.34942046,0.330181,0.33281082,0.3401447,0.342631,0.31994298,0.32464167,0.33093464,0.3329586,0.42206782,0.3956642,0.3659447,0.33644328,0.3219455,0.3468838,0.32431537,0.3359603,0.35130548,0.34764594,0.32358247,0.34096286,0.35950774,0.35076174,0.3273306,0.34653765,0.36577493,0.35743323,0.33616173,0.35000035,0.36656657,-2.6003832e-08,-0.0026405049,-0.0032649513,-0.0050532054,-0.0066211973,0.0069258087,0.0007587245,-0.0050179115,-0.007613705,0.0057356334,-0.00072672905,-0.005688575,-0.0072397185,0.0032074545,-0.0039520725,-0.005381165,-0.0039414354,0.00045150152,-0.0043350416,-0.0035250012,-0.0012615522
JapS-AQ4_tsuntsun_000076,0.33138022,0.3452818,0.3546723,0.35557228,0.34643674,0.33987382,0.34021944,0.34566638,0.35024697,0.33107996,0.33214477,0.3398367,0.3447307,0.3219711,0.32494605,0.33368525,0.338005,0.31239757,0.31686223,0.32363367,0.326699,0.41994083,0.39366993,0.36237568,0.3342916,0.3184455,0.34228012,0.3214215,0.33060324,0.3447646,0.34507972,0.3202564,0.33483398,0.353104,0.35065776,0.32710683,0.34299797,0.36135527,0.35925895,0.33944353,0.35176045,0.3673859,2.5418014e-08,-0.003007344,-0.003996726,-0.0060271774,-0.008019444,0.0051830164,-0.0014937307,-0.007603164,-0.010480149,0.0038186442,-0.003385664,-0.00870606,-0.010458244,0.0011708093,-0.00664821,-0.008588594,-0.0074329767,-0.001721765,-0.007183688,-0.00694934,-0.0050671347
